SPEC,TYPE,TYPE_CODE,ORDER,DESCRIPTION,SHORT_DESCRIPTION,FIRST_SIZE,FIRST_SIZE_NUMBER,SECOND_SIZE,SECOND_SIZE_NUMBER,SCH,FACE,RATING,WEIGHT,AREA,TAG,SUPPLY_CODE,SUPPLY_TITLE,SUPPLY_DESCRIPTION
CS2SA1,FT,WOL,2,"ASTM A105, Weldolet, MSS SP-97, BW Ends Branch: 2"" - 18""","WELDOLET, CS, ASTM A105, MSS SP-97, BW, SCH 40","24""",24,"4""",4,30x40,BW,-,2.86,0,-,,,
CS2SA1,FT,WOL,2,"ASTM A105, Weldolet, MSS SP-97, BW Ends Branch: 2"" - 18""","WELDOLET, CS, ASTM A105, MSS SP-97, BW, SCH 40","24""",24,"6""",6,30x40,BW,-,6.44,0,-,,,
CS2SA1,FT,WOL,2,"ASTM A105, Weldolet, MSS SP-97, BW Ends Branch: 2"" - 18""","WELDOLET, CS, ASTM A105, MSS SP-97, BW, SCH 20","24""",24,"8""",8,30x20,BW,-,10.66,0,-,,,
CS2SA1,FT,WOL,2,"ASTM A105, Weldolet, MSS SP-97, BW Ends Branch: 2"" - 18""","WELDOLET, CS, ASTM A105, MSS SP-97, BW, SCH 30","24""",24,"10""",10,30x30,BW,-,17.69,0,-,,,
CS2SA1,GS,GAS,4,"AISI 304/Graphite, Spiral Wound Gasket, ASME B16.20, RF as per ASME B16.5, Thk=1/8in,  Inner AISI 304/Outer CS","SPIRAL WOUND GASKET, SS, AISI 304/GRAPHITE, ASME B16.20, THK 1/8"", CLASS 150, RF","1/2""",0.5,-,-,-,RF,150,0.025,0,-,,,
CS2SA1,GS,GAS,4,"AISI 304/Graphite, Spiral Wound Gasket, ASME B16.20, RF as per ASME B16.5, Thk=1/8in,  Inner AISI 304/Outer CS","SPIRAL WOUND GASKET, SS, AISI 304/GRAPHITE, ASME B16.20, THK 1/8"", CLASS 150, RF","3/4""",0.75,-,-,-,RF,150,0.035,0,-,,,
CS2SA1,GS,GAS,4,"AISI 304/Graphite, Spiral Wound Gasket, ASME B16.20, RF as per ASME B16.5, Thk=1/8in,  Inner AISI 304/Outer CS","SPIRAL WOUND GASKET, SS, AISI 304/GRAPHITE, ASME B16.20, THK 1/8"", CLASS 150, RF","1""",1,-,-,-,RF,150,0.047,0,-,,,
CS2SA1,GS,GAS,4,"AISI 304/Graphite, Spiral Wound Gasket, ASME B16.20, RF as per ASME B16.5, Thk=1/8in,  Inner AISI 304/Outer CS","SPIRAL WOUND GASKET, SS, AISI 304/GRAPHITE, ASME B16.20, THK 1/8"", CLASS 150, RF","1-1/2""",1.5,-,-,-,RF,150,0.066,0,-,,,
CS2SA1,GS,GAS,4,"AISI 304/Graphite, Spiral Wound Gasket, ASME B16.20, RF as per ASME B16.5, Thk=1/8in,  Inner AISI 304/Outer CS","SPIRAL WOUND GASKET, SS, AISI 304/GRAPHITE, ASME B16.20, THK 1/8"", CLASS 150, RF","2""",2,-,-,-,RF,150,0.097,0,-,,,
CS2SA1,GS,GAS,4,"AISI 304/Graphite, Spiral Wound Gasket, ASME B16.20, RF as per ASME B16.5, Thk=1/8in,  Inner AISI 304/Outer CS","SPIRAL WOUND GASKET, SS, AISI 304/GRAPHITE, ASME B16.20, THK 1/8"", CLASS 150, RF","3""",3,-,-,-,RF,150,0.148,0,-,,,
CS2SA1,GS,GAS,4,"AISI 304/Graphite, Spiral Wound Gasket, ASME B16.20, RF as per ASME B16.5, Thk=1/8in,  Inner AISI 304/Outer CS","SPIRAL WOUND GASKET, SS, AISI 304/GRAPHITE, ASME B16.20, THK 1/8"", CLASS 150, RF","4""",4,-,-,-,RF,150,0.235,0,-,,,
CS2SA1,GS,GAS,4,"AISI 304/Graphite, Spiral Wound Gasket, ASME B16.20, RF as per ASME B16.5, Thk=1/8in,  Inner AISI 304/Outer CS","SPIRAL WOUND GASKET, SS, AISI 304/GRAPHITE, ASME B16.20, THK 1/8"", CLASS 150, RF","6""",6,-,-,-,RF,150,0.302,0,-,,,
CS2SA1,GS,GAS,4,"AISI 304/Graphite, Spiral Wound Gasket, ASME B16.20, RF as per ASME B16.5, Thk=1/8in,  Inner AISI 304/Outer CS","SPIRAL WOUND GASKET, SS, AISI 304/GRAPHITE, ASME B16.20, THK 1/8"", CLASS 150, RF","8""",8,-,-,-,RF,150,0.434,0,-,,,
CS2SA1,GS,GAS,4,"AISI 304/Graphite, Spiral Wound Gasket, ASME B16.20, RF as per ASME B16.5, Thk=1/8in,  Inner AISI 304/Outer CS","SPIRAL WOUND GASKET, SS, AISI 304/GRAPHITE, ASME B16.20, THK 1/8"", CLASS 150, RF","10""",10,-,-,-,RF,150,0.598,0,-,,,
CS2SA1,GS,GAS,4,"AISI 304/Graphite, Spiral Wound Gasket, ASME B16.20, RF as per ASME B16.5, Thk=1/8in,  Inner AISI 304/Outer CS","SPIRAL WOUND GASKET, SS, AISI 304/GRAPHITE, ASME B16.20, THK 1/8"", CLASS 150, RF","12""",12,-,-,-,RF,150,0.905,0,-,,,
CS2SA1,GS,GAS,4,"AISI 304/Graphite, Spiral Wound Gasket, ASME B16.20, RF as per ASME B16.5, Thk=1/8in,  Inner AISI 304/Outer CS","SPIRAL WOUND GASKET, SS, AISI 304/GRAPHITE, ASME B16.20, THK 1/8"", CLASS 150, RF","14""",14,-,-,-,RF,150,1.102,0,-,,,
CS2SA1,GS,GAS,4,"AISI 304/Graphite, Spiral Wound Gasket, ASME B16.20, RF as per ASME B16.5, Thk=1/8in,  Inner AISI 304/Outer CS","SPIRAL WOUND GASKET, SS, AISI 304/GRAPHITE, ASME B16.20, THK 1/8"", CLASS 150, RF","16""",16,-,-,-,RF,150,1.432,0,-,,,
CS2SA1,GS,GAS,4,"AISI 304/Graphite, Spiral Wound Gasket, ASME B16.20, RF as per ASME B16.5, Thk=1/8in,  Inner AISI 304/Outer CS","SPIRAL WOUND GASKET, SS, AISI 304/GRAPHITE, ASME B16.20, THK 1/8"", CLASS 150, RF","18""",18,-,-,-,RF,150,1.411,0,-,,,
CS2SA1,GS,GAS,4,"AISI 304/Graphite, Spiral Wound Gasket, ASME B16.20, RF as per ASME B16.5, Thk=1/8in,  Inner AISI 304/Outer CS","SPIRAL WOUND GASKET, SS, AISI 304/GRAPHITE, ASME B16.20, THK 1/8"", CLASS 150, RF","20""",20,-,-,-,RF,150,1.658,0,-,,,
CS2SA1,GS,GAS,4,"AISI 304/Graphite, Spiral Wound Gasket, ASME B16.20, RF as per ASME B16.5, Thk=1/8in,  Inner AISI 304/Outer CS","SPIRAL WOUND GASKET, SS, AISI 304/GRAPHITE, ASME B16.20, THK 1/8"", CLASS 150, RF","24""",24,-,-,-,RF,150,2.216,0,-,,,
CS2SA1,BL,BOLT,5,"Stud bolt with 2 heavy hexagonal nuts, Full Length Threaded, ASME B1.1/ASME B18.2.2, A193 Gr.B7/A194 Gr.2H","STUD BOLTS W/2 HVY HEX NUTS, CS, A193 Gr.B7/A194 Gr.2H, ASME B18.2.1/B18.2.2","1/2""",0.5,-,-,-,RF,150,0,0,-,4.4,SUMINISTRO DE ESPARRAGOS,
CS2SA1,BL,BOLT,5,"Stud bolt with 2 heavy hexagonal nuts, Full Length Threaded, ASME B1.1/ASME B18.2.2, A193 Gr.B7/A194 Gr.2H","STUD BOLTS W/2 HVY HEX NUTS, CS, A193 Gr.B7/A194 Gr.2H, ASME B18.2.1/B18.2.2","3/4""",0.75,-,-,-,RF,150,0,0,-,4.4,SUMINISTRO DE ESPARRAGOS,
CS2SA1,BL,BOLT,5,"Stud bolt with 2 heavy hexagonal nuts, Full Length Threaded, ASME B1.1/ASME B18.2.2, A193 Gr.B7/A194 Gr.2H","STUD BOLTS W/2 HVY HEX NUTS, CS, A193 Gr.B7/A194 Gr.2H, ASME B18.2.1/B18.2.2","1""",1,-,-,-,RF,150,0,0,-,4.4,SUMINISTRO DE ESPARRAGOS,
CS2SA1,BL,BOLT,5,"Stud bolt with 2 heavy hexagonal nuts, Full Length Threaded, ASME B1.1/ASME B18.2.2, A193 Gr.B7/A194 Gr.2H","STUD BOLTS W/2 HVY HEX NUTS, CS, A193 Gr.B7/A194 Gr.2H, ASME B18.2.1/B18.2.2","1-1/2""",1.5,-,-,-,RF,150,0,0,-,4.4,SUMINISTRO DE ESPARRAGOS,
CS2SA1,BL,BOLT,5,"Stud bolt with 2 heavy hexagonal nuts, Full Length Threaded, ASME B1.1/ASME B18.2.2, A193 Gr.B7/A194 Gr.2H","STUD BOLTS W/2 HVY HEX NUTS, CS, A193 Gr.B7/A194 Gr.2H, ASME B18.2.1/B18.2.2","2""",2,-,-,-,RF,150,0,0,-,4.4,SUMINISTRO DE ESPARRAGOS,
CS2SA1,BL,BOLT,5,"Stud bolt with 2 heavy hexagonal nuts, Full Length Threaded, ASME B1.1/ASME B18.2.2, A193 Gr.B7/A194 Gr.2H","STUD BOLTS W/2 HVY HEX NUTS, CS, A193 Gr.B7/A194 Gr.2H, ASME B18.2.1/B18.2.2","3""",3,-,-,-,RF,150,0,0,-,4.4,SUMINISTRO DE ESPARRAGOS,
CS2SA1,BL,BOLT,5,"Stud bolt with 2 heavy hexagonal nuts, Full Length Threaded, ASME B1.1/ASME B18.2.2, A193 Gr.B7/A194 Gr.2H","STUD BOLTS W/2 HVY HEX NUTS, CS, A193 Gr.B7/A194 Gr.2H, ASME B18.2.1/B18.2.2","4""",4,-,-,-,RF,150,0,0,-,4.4,SUMINISTRO DE ESPARRAGOS,
CS2SA1,BL,BOLT,5,"Stud bolt with 2 heavy hexagonal nuts, Full Length Threaded, ASME B1.1/ASME B18.2.2, A193 Gr.B7/A194 Gr.2H","STUD BOLTS W/2 HVY HEX NUTS, CS, A193 Gr.B7/A194 Gr.2H, ASME B18.2.1/B18.2.2","6""",6,-,-,-,RF,150,0,0,-,4.4,SUMINISTRO DE ESPARRAGOS,
CS2SA1,BL,BOLT,5,"Stud bolt with 2 heavy hexagonal nuts, Full Length Threaded, ASME B1.1/ASME B18.2.2, A193 Gr.B7/A194 Gr.2H","STUD BOLTS W/2 HVY HEX NUTS, CS, A193 Gr.B7/A194 Gr.2H, ASME B18.2.1/B18.2.2","8""",8,-,-,-,RF,150,0,0,-,4.4,SUMINISTRO DE ESPARRAGOS,
CS2SA1,BL,BOLT,5,"Stud bolt with 2 heavy hexagonal nuts, Full Length Threaded, ASME B1.1/ASME B18.2.2, A193 Gr.B7/A194 Gr.2H","STUD BOLTS W/2 HVY HEX NUTS, CS, A193 Gr.B7/A194 Gr.2H, ASME B18.2.1/B18.2.2","10""",10,-,-,-,RF,150,0,0,-,4.4,SUMINISTRO DE ESPARRAGOS,
CS2SA1,BL,BOLT,5,"Stud bolt with 2 heavy hexagonal nuts, Full Length Threaded, ASME B1.1/ASME B18.2.2, A193 Gr.B7/A194 Gr.2H","STUD BOLTS W/2 HVY HEX NUTS, CS, A193 Gr.B7/A194 Gr.2H, ASME B18.2.1/B18.2.2","12""",12,-,-,-,RF,150,0,0,-,4.4,SUMINISTRO DE ESPARRAGOS,
CS2SA1,BL,BOLT,5,"Stud bolt with 2 heavy hexagonal nuts, Full Length Threaded, ASME B1.1/ASME B18.2.2, A193 Gr.B7/A194 Gr.2H","STUD BOLTS W/2 HVY HEX NUTS, CS, A193 Gr.B7/A194 Gr.2H, ASME B18.2.1/B18.2.2","14""",14,-,-,-,RF,150,0,0,-,4.4,SUMINISTRO DE ESPARRAGOS,
CS2SA1,BL,BOLT,5,"Stud bolt with 2 heavy hexagonal nuts, Full Length Threaded, ASME B1.1/ASME B18.2.2, A193 Gr.B7/A194 Gr.2H","STUD BOLTS W/2 HVY HEX NUTS, CS, A193 Gr.B7/A194 Gr.2H, ASME B18.2.1/B18.2.2","16""",16,-,-,-,RF,150,0,0,-,4.4,SUMINISTRO DE ESPARRAGOS,
CS2SA1,BL,BOLT,5,"Stud bolt with 2 heavy hexagonal nuts, Full Length Threaded, ASME B1.1/ASME B18.2.2, A193 Gr.B7/A194 Gr.2H","STUD BOLTS W/2 HVY HEX NUTS, CS, A193 Gr.B7/A194 Gr.2H, ASME B18.2.1/B18.2.2","18""",18,-,-,-,RF,150,0,0,-,4.4,SUMINISTRO DE ESPARRAGOS,
CS2SA1,BL,BOLT,5,"Stud bolt with 2 heavy hexagonal nuts, Full Length Threaded, ASME B1.1/ASME B18.2.2, A193 Gr.B7/A194 Gr.2H","STUD BOLTS W/2 HVY HEX NUTS, CS, A193 Gr.B7/A194 Gr.2H, ASME B18.2.1/B18.2.2","20""",20,-,-,-,RF,150,0,0,-,4.4,SUMINISTRO DE ESPARRAGOS,
CS2SA1,BL,BOLT,5,"Stud bolt with 2 heavy hexagonal nuts, Full Length Threaded, ASME B1.1/ASME B18.2.2, A193 Gr.B7/A194 Gr.2H","STUD BOLTS W/2 HVY HEX NUTS, CS, A193 Gr.B7/A194 Gr.2H, ASME B18.2.1/B18.2.2","24""",24,-,-,-,RF,150,0,0,-,4.4,SUMINISTRO DE ESPARRAGOS,
CS2SA1,FT,CPL,2,"ASTM A105, Full coupling, ASME B16.11, SW Ends","COUPLING, CS, ASTM A105, ASME B16.11, SW, CLASS 3000","1/2""",0.5,-,-,-,SW,3000,0.09,0,-,,,
CS2SA1,FT,CPL,2,"ASTM A105, Full coupling, ASME B16.11, SW Ends","COUPLING, CS, ASTM A105, ASME B16.11, SW, CLASS 3000","3/4""",0.75,-,-,-,SW,3000,0.14,0,-,,,
CS2SA1,FT,CPL,2,"ASTM A105, Full coupling, ASME B16.11, SW Ends","COUPLING, CS, ASTM A105, ASME B16.11, SW, CLASS 3000","1""",1,-,-,-,SW,3000,0.22,0,-,,,
CS2SA1,FT,CPL,2,"ASTM A105, Full coupling, ASME B16.11, SW Ends","COUPLING, CS, ASTM A105, ASME B16.11, SW, CLASS 3000","1-1/2""",1.5,-,-,-,SW,3000,0.57,0,-,,,
CS2SA1,FT,PLG,2,"ASTM A105, Plug, Solid Round Head Type, ASME B16.11, NPTM End",-,"1/2""",0.5,-,-,-,THD,3000,0,0,-,,,
CS2SA1,FT,PLG,2,"ASTM A105, Plug, Solid Round Head Type, ASME B16.11, NPTM End",-,"3/4""",0.75,-,-,-,THD,3000,0,0,-,,,
CS2SA1,FT,PLG,2,"ASTM A105, Plug, Solid Round Head Type, ASME B16.11, NPTM End",-,"1""",1,-,-,-,THD,3000,0,0,-,,,
CS2SA1,FT,PLG,2,"ASTM A105, Plug, Solid Round Head Type, ASME B16.11, NPTM End",-,"1-1/2""",1.5,-,-,-,THD,3000,0,0,-,,,
CS2SA1,FT,CRE,2,"ASTM A234 Gr.WPB, Concentric reducer, Seamless, ASME B16.9, BW Ends","RED CONC, SEAMLESS, CS, ASTM A234 Gr.WPB, ASME B16.9, BW, SCH 40 x 40","3""",3,"2""",2,40x40,BW,-,1,0,-,4.2,SUMINISTRO REDUCCCIONES CONCENTRICAS,"SUMINISTRO DE CONC. REDUCER, SCH 40, BW, ASTM A-234 GR WPB, ASME B16.9 3""X2"""
CS2SA1,FT,CRE,2,"ASTM A234 Gr.WPB, Concentric reducer, Seamless, ASME B16.9, BW Ends","RED CONC, SEAMLESS, CS, ASTM A234 Gr.WPB, ASME B16.9, BW, SCH 40 x 40","4""",4,"2""",2,40x40,BW,-,0,0,-,4.2,SUMINISTRO REDUCCCIONES CONCENTRICAS,"SUMINISTRO DE CONC. REDUCER, SCH 40, BW, ASTM A-234 GR WPB, ASME B16.9 4""X2"""
CS2SA1,FT,CRE,2,"ASTM A234 Gr.WPB, Concentric reducer, Seamless, ASME B16.9, BW Ends","RED CONC, SEAMLESS, CS, ASTM A234 Gr.WPB, ASME B16.9, BW, SCH 40 x 40","4""",4,"3""",3,40x40,BW,-,1.6,0,-,4.2,SUMINISTRO REDUCCCIONES CONCENTRICAS,"SUMINISTRO DE CONC. REDUCER, SCH 40, BW, ASTM A-234 GR WPB, ASME B16.9 4""X3"""
CS2SA1,FT,CRE,2,"ASTM A234 Gr.WPB, Concentric reducer, Seamless, ASME B16.9, BW Ends","RED CONC, SEAMLESS, CS, ASTM A234 Gr.WPB, ASME B16.9, BW, SCH 40 x 40","6""",6,"3""",3,40x40,BW,-,3.9,0,-,4.2,SUMINISTRO REDUCCCIONES CONCENTRICAS,"SUMINISTRO DE CONC. REDUCER, SCH 40, BW, ASTM A-234 GR WPB, ASME B16.9 6""X3"""
CS2SA1,FT,CRE,2,"ASTM A234 Gr.WPB, Concentric reducer, Seamless, ASME B16.9, BW Ends","RED CONC, SEAMLESS, CS, ASTM A234 Gr.WPB, ASME B16.9, BW, SCH 40 x 40","6""",6,"4""",4,40x40,BW,-,3.9,0,-,4.2,SUMINISTRO REDUCCCIONES CONCENTRICAS,"SUMINISTRO DE CONC. REDUCER, SCH 40, BW, ASTM A-234 GR WPB, ASME B16.9 6""X4"""
CS2SA1,FT,CRE,2,"ASTM A234 Gr.WPB, Concentric reducer, Seamless, ASME B16.9, BW Ends","RED CONC, SEAMLESS, CS, ASTM A234 Gr.WPB, ASME B16.9, BW, SCH 20 x 40","8""",8,"4""",4,20x40,BW,-,0,0,-,4.2,SUMINISTRO REDUCCCIONES CONCENTRICAS,
CS2SA1,FT,CRE,2,"ASTM A234 Gr.WPB, Concentric reducer, Seamless, ASME B16.9, BW Ends","RED CONC, SEAMLESS, CS, ASTM A234 Gr.WPB, ASME B16.9, BW, SCH 20 x 40","8""",8,"6""",6,20x40,BW,-,6.5,0,-,4.2,SUMINISTRO REDUCCCIONES CONCENTRICAS,
CS2SA1,FT,CRE,2,"ASTM A234 Gr.WPB, Concentric reducer, Seamless, ASME B16.9, BW Ends","RED CONC, SEAMLESS, CS, ASTM A234 Gr.WPB, ASME B16.9, BW, SCH 30 x 40","10""",10,"6""",6,30x40,BW,-,0,0,-,4.2,SUMINISTRO REDUCCCIONES CONCENTRICAS,
CS2SA1,FT,CRE,2,"ASTM A234 Gr.WPB, Concentric reducer, Seamless, ASME B16.9, BW Ends","RED CONC, SEAMLESS, CS, ASTM A234 Gr.WPB, ASME B16.9, BW, SCH 30 x 20","10""",10,"8""",8,30x20,BW,-,0,0,-,4.2,SUMINISTRO REDUCCCIONES CONCENTRICAS,
CS2SA1,FT,CRE,2,"ASTM A234 Gr.WPB, Concentric reducer, Seamless, ASME B16.9, BW Ends","RED CONC, SEAMLESS, CS, ASTM A234 Gr.WPB, ASME B16.9, BW, SCH 30 x 40","12""",12,"6""",6,30x40,BW,-,0,0,-,4.2,SUMINISTRO REDUCCCIONES CONCENTRICAS,
CS2SA1,FT,CRE,2,"ASTM A234 Gr.WPB, Concentric reducer, Seamless, ASME B16.9, BW Ends","RED CONC, SEAMLESS, CS, ASTM A234 Gr.WPB, ASME B16.9, BW, SCH 30 x 20","12""",12,"8""",8,30x20,BW,-,0,0,-,4.2,SUMINISTRO REDUCCCIONES CONCENTRICAS,
CS2SA1,FT,CRE,2,"ASTM A234 Gr.WPB, Concentric reducer, Seamless, ASME B16.9, BW Ends","RED CONC, SEAMLESS, CS, ASTM A234 Gr.WPB, ASME B16.9, BW, SCH 30 x 30","12""",12,"10""",10,30x30,BW,-,0,0,-,4.2,SUMINISTRO REDUCCCIONES CONCENTRICAS,
CS2SA1,FT,CRE,2,"ASTM A234 Gr.WPB, Concentric reducer, Seamless, ASME B16.9, BW Ends","RED CONC, SEAMLESS, CS, ASTM A234 Gr.WPB, ASME B16.9, BW, SCH 30 x 20","14""",14,"8""",8,30x20,BW,-,0,0,-,4.2,SUMINISTRO REDUCCCIONES CONCENTRICAS,
CS2SA1,FT,CRE,2,"ASTM A234 Gr.WPB, Concentric reducer, Seamless, ASME B16.9, BW Ends","RED CONC, SEAMLESS, CS, ASTM A234 Gr.WPB, ASME B16.9, BW, SCH 30 x 30","14""",14,"10""",10,30x30,BW,-,0,0,-,4.2,SUMINISTRO REDUCCCIONES CONCENTRICAS,
CS2SA1,FT,CRE,2,"ASTM A234 Gr.WPB, Concentric reducer, Seamless, ASME B16.9, BW Ends","RED CONC, SEAMLESS, CS, ASTM A234 Gr.WPB, ASME B16.9, BW, SCH 30 x 30","14""",14,"12""",12,30x30,BW,-,0,0,-,4.2,SUMINISTRO REDUCCCIONES CONCENTRICAS,
CS2SA1,FT,CRE,2,"ASTM A234 Gr.WPB, Concentric reducer, Seamless, ASME B16.9, BW Ends","RED CONC, SEAMLESS, CS, ASTM A234 Gr.WPB, ASME B16.9, BW, SCH 40 x 20","16""",16,"8""",8,40x20,BW,-,0,0,-,4.2,SUMINISTRO REDUCCCIONES CONCENTRICAS,
CS2SA1,FT,CRE,2,"ASTM A234 Gr.WPB, Concentric reducer, Seamless, ASME B16.9, BW Ends","RED CONC, SEAMLESS, CS, ASTM A234 Gr.WPB, ASME B16.9, BW, SCH 40 x 30","16""",16,"10""",10,40x30,BW,-,0,0,-,4.2,SUMINISTRO REDUCCCIONES CONCENTRICAS,
CS2SA1,FT,CRE,2,"ASTM A234 Gr.WPB, Concentric reducer, Seamless, ASME B16.9, BW Ends","RED CONC, SEAMLESS, CS, ASTM A234 Gr.WPB, ASME B16.9, BW, SCH 40 x 30","16""",16,"12""",12,40x30,BW,-,0,0,-,4.2,SUMINISTRO REDUCCCIONES CONCENTRICAS,
CS2SA1,FT,CRE,2,"ASTM A234 Gr.WPB, Concentric reducer, Seamless, ASME B16.9, BW Ends","RED CONC, SEAMLESS, CS, ASTM A234 Gr.WPB, ASME B16.9, BW, SCH 40 x 30","16""",16,"14""",14,40x30,BW,-,0,0,-,4.2,SUMINISTRO REDUCCCIONES CONCENTRICAS,
CS2SA1,FT,CRE,2,"ASTM A234 Gr.WPB, Concentric reducer, Seamless, ASME B16.9, BW Ends","RED CONC, SEAMLESS, CS, ASTM A234 Gr.WPB, ASME B16.9, BW, SCH 30 x 30","18""",18,"10""",10,30x30,BW,-,0,0,-,4.2,SUMINISTRO REDUCCCIONES CONCENTRICAS,
CS2SA1,FT,CRE,2,"ASTM A234 Gr.WPB, Concentric reducer, Seamless, ASME B16.9, BW Ends","RED CONC, SEAMLESS, CS, ASTM A234 Gr.WPB, ASME B16.9, BW, SCH 30 x 30","18""",18,"12""",12,30x30,BW,-,0,0,-,4.2,SUMINISTRO REDUCCCIONES CONCENTRICAS,
CS2SA1,FT,CRE,2,"ASTM A234 Gr.WPB, Concentric reducer, Seamless, ASME B16.9, BW Ends","RED CONC, SEAMLESS, CS, ASTM A234 Gr.WPB, ASME B16.9, BW, SCH 30 x 30","18""",18,"14""",14,30x30,BW,-,0,0,-,4.2,SUMINISTRO REDUCCCIONES CONCENTRICAS,
CS2SA1,FT,CRE,2,"ASTM A234 Gr.WPB, Concentric reducer, Seamless, ASME B16.9, BW Ends","RED CONC, SEAMLESS, CS, ASTM A234 Gr.WPB, ASME B16.9, BW, SCH 30 x 40","18""",18,"16""",16,30x40,BW,-,0,0,-,4.2,SUMINISTRO REDUCCCIONES CONCENTRICAS,
CS2SA1,FT,CRE,2,"ASTM A234 Gr.WPB, Concentric reducer, Seamless, ASME B16.9, BW Ends","RED CONC, SEAMLESS, CS, ASTM A234 Gr.WPB, ASME B16.9, BW, SCH 30 x 30","20""",20,"10""",10,30x30,BW,-,0,0,-,4.2,SUMINISTRO REDUCCCIONES CONCENTRICAS,
CS2SA1,FT,CRE,2,"ASTM A234 Gr.WPB, Concentric reducer, Seamless, ASME B16.9, BW Ends","RED CONC, SEAMLESS, CS, ASTM A234 Gr.WPB, ASME B16.9, BW, SCH 30 x 30","20""",20,"12""",12,30x30,BW,-,0,0,-,4.2,SUMINISTRO REDUCCCIONES CONCENTRICAS,
CS2SA1,FT,CRE,2,"ASTM A234 Gr.WPB, Concentric reducer, Seamless, ASME B16.9, BW Ends","RED CONC, SEAMLESS, CS, ASTM A234 Gr.WPB, ASME B16.9, BW, SCH 30 x 30","20""",20,"14""",14,30x30,BW,-,0,0,-,4.2,SUMINISTRO REDUCCCIONES CONCENTRICAS,
CS2SA1,FT,CRE,2,"ASTM A234 Gr.WPB, Concentric reducer, Seamless, ASME B16.9, BW Ends","RED CONC, SEAMLESS, CS, ASTM A234 Gr.WPB, ASME B16.9, BW, SCH 30 x 40","20""",20,"16""",16,30x40,BW,-,0,0,-,4.2,SUMINISTRO REDUCCCIONES CONCENTRICAS,
CS2SA1,FT,CRE,2,"ASTM A234 Gr.WPB, Concentric reducer, Seamless, ASME B16.9, BW Ends","RED CONC, SEAMLESS, CS, ASTM A234 Gr.WPB, ASME B16.9, BW, SCH 30 x 30","20""",20,"18""",18,30x30,BW,-,0,0,-,4.2,SUMINISTRO REDUCCCIONES CONCENTRICAS,
CS2SA1,FT,CRE,2,"ASTM A234 Gr.WPB, Concentric reducer, Seamless, ASME B16.9, BW Ends","RED CONC, SEAMLESS, CS, ASTM A234 Gr.WPB, ASME B16.9, BW, SCH 30 x 30","24""",24,"12""",12,30x30,BW,-,0,0,-,4.2,SUMINISTRO REDUCCCIONES CONCENTRICAS,
CS2SA1,FT,CRE,2,"ASTM A234 Gr.WPB, Concentric reducer, Seamless, ASME B16.9, BW Ends","RED CONC, SEAMLESS, CS, ASTM A234 Gr.WPB, ASME B16.9, BW, SCH 30 x 30","24""",24,"14""",14,30x30,BW,-,0,0,-,4.2,SUMINISTRO REDUCCCIONES CONCENTRICAS,
CS2SA1,FT,CRE,2,"ASTM A234 Gr.WPB, Concentric reducer, Seamless, ASME B16.9, BW Ends","RED CONC, SEAMLESS, CS, ASTM A234 Gr.WPB, ASME B16.9, BW, SCH 30 x 40","24""",24,"16""",16,30x40,BW,-,0,0,-,4.2,SUMINISTRO REDUCCCIONES CONCENTRICAS,
CS2SA1,FT,CRE,2,"ASTM A234 Gr.WPB, Concentric reducer, Seamless, ASME B16.9, BW Ends","RED CONC, SEAMLESS, CS, ASTM A234 Gr.WPB, ASME B16.9, BW, SCH 30 x 30","24""",24,"18""",18,30x30,BW,-,0,0,-,4.2,SUMINISTRO REDUCCCIONES CONCENTRICAS,
CS2SA1,FT,CRE,2,"ASTM A234 Gr.WPB, Concentric reducer, Seamless, ASME B16.9, BW Ends","RED CONC, SEAMLESS, CS, ASTM A234 Gr.WPB, ASME B16.9, BW, SCH 30 x 30","24""",24,"20""",20,30x30,BW,-,0,0,-,4.2,SUMINISTRO REDUCCCIONES CONCENTRICAS,
CS2SA1,FT,ERE,2,"Eccentric reducer, Seamless, ASME B16.9, BW Ends Reducer Size: 2"" - 20""","RED ECC, SEAMLESS, CS, ASTM A234 Gr.WPB, ASME B16.9, BW, SCH 40 x 40","3""",3,"2""",2,40x40,BW,-,1,0,-,4.2,SUMINISTRO REDUCCCIONES EXCENTRICAS,
CS2SA1,FT,ERE,2,"Eccentric reducer, Seamless, ASME B16.9, BW Ends Reducer Size: 2"" - 20""","RED ECC, SEAMLESS, CS, ASTM A234 Gr.WPB, ASME B16.9, BW, SCH 40 x 40","4""",4,"2""",2,40x40,BW,-,0,0,-,4.2,SUMINISTRO REDUCCCIONES EXCENTRICAS,
CS2SA1,FT,ERE,2,"Eccentric reducer, Seamless, ASME B16.9, BW Ends Reducer Size: 2"" - 20""","RED ECC, SEAMLESS, CS, ASTM A234 Gr.WPB, ASME B16.9, BW, SCH 40 x 40","4""",4,"3""",3,40x40,BW,-,1.6,0,-,4.2,SUMINISTRO REDUCCCIONES EXCENTRICAS,
CS2SA1,FT,ERE,2,"Eccentric reducer, Seamless, ASME B16.9, BW Ends Reducer Size: 2"" - 20""","RED ECC, SEAMLESS, CS, ASTM A234 Gr.WPB, ASME B16.9, BW, SCH 40 x 40","6""",6,"3""",3,40x40,BW,-,3.9,0,-,4.2,SUMINISTRO REDUCCCIONES EXCENTRICAS,
