MARK,LINE_NUM,SPEC_FILE,DB_CODE,DESCRIPTION,SHORT_DESC,SIZE,MAIN_NOM,RED_NOM,THK_NOM,QTY,TAG,LENGTH,WEIGHT
148,"CS2SA1-6""-ALV-1-5-010",CS2SA1,TEE,"STRAIGHT TEE, SEAMLESS, CS, ASTM A234 Gr.WPB, ASME B16.9, BW, SCH 40","STRAIGHT TEE, SEAMLESS, CS, ASTM A234 Gr.WPB, ASME B16.9, BW, SCH 40","6""","6""",,7.112,1,,,9.27
149,"CS2SA1-6""-ALV-1-5-010",CS2SA1,WNK,"WELD NECK FLANGE, CS, ASTM A105, ASME B16.5, CLASS 150, RF, SCH 40","WELD NECK FLANGE, CS, ASTM A105, ASME B16.5, CLASS 150, RF, SCH 40","2""","2""",,3.9116,3,,,7.65
150,"CS2SA1-6""-ALV-1-5-010",CS2SA1,WNK,"WELD NECK FLANGE, CS, ASTM A105, ASME B16.5, CLASS 150, RF, SCH 40","WELD NECK FLANGE, CS, ASTM A105, ASME B16.5, CLASS 150, RF, SCH 40","6""","6""",,7.112,5,,,54.55
151,"CS2SA1-6""-ALV-1-5-010",CS2SA1,WOL,"WELDOLET, CS, ASTM A105, MSS SP-97, BW, SCH 40","WELDOLET, CS, ASTM A105, MSS SP-97, BW, SCH 40","6""x2""","6""","2""",,4,,,3.18
152,"CS5SA1-6""-ALV-1-5-002",CS2SA1,BE,"PIPE, SEAMLESS, CS, ASTM A106 Gr.B, ASME B36.10, BE, SCH 40","PIPE, SEAMLESS, CS, ASTM A106 Gr.B, ASME B36.10, BE, SCH 40","2""","2""",,3.9116,1,,200,1.10
153,"CS5SA1-6""-ALV-1-5-002",CS2SA1,BOLT,"STUD BOLTS W/2 HEX NUTS, CS, ASME A193 Gr.B7 / A194 Gr.2H, ASME B18.2.1/B18.2.2","STUD BOLTS W/2 HEX NUTS, CS, ASME A193 Gr.B7 / A194 Gr.2H, ASME B18.2.1/B18.2.2","5/8""","2""",,,8,,110,1.89
154,"CS5SA1-6""-ALV-1-5-002",CS2SA1,DBBM,"INTEGRAL MONO FLANGE DBB NEEDLE MULTI-VALVE, EEMUA 182, A105, CL 150, RF/(1/2"" NPTF OUTLET), B16.5 AND B1.20.1, BB, SPW SS304/GRAPH, PKG GRAPH, SS316 STEM, SEATS&STEM TIP, S, SWIVEL NEEDLE, STEM OS&Y/RSRO, T-HANDLE","INTEGRAL MONO FLANGE DOUBLE BLOCK AND BLEED NEEDLE MULTI-VALVE, EEMUA 182, ASTM A105, CLASS 150, RF / (1/2"" NPTF OUTLET), ENDS AS PER ASME B16.5 AND ASME B1.20.1, BOLTED BONNET, A193 GR.B7/A194 GR.2H, SPW AISI 304/GRAPHITE, PACKING: GRAPHITE, AISI 316","2""","2""",,3.9116,2,MFV21A0I2I,,11.60
155,"CS5SA1-6""-ALV-1-5-002",CS2SA1,GAS,"SPIRAL WOUND GASKET, AISI 304/GRAPHITE, INNER AISI 304/OUTER CS, ASME B16.20, THK 1/8"", CLASS 150, RF","SPIRAL WOUND GASKET, AISI 304/GRAPHITE, INNER AISI 304/OUTER CS, ASME B16.20, THK 1/8"", CLASS 150, RF","2""","2""",,,2,,,0.19
156,"CS5SA1-6""-ALV-1-5-002",CS2SA1,WNK,"WELD NECK FLANGE, CS, ASTM A105, ASME B16.5, CLASS 150, RF, SCH 40","WELD NECK FLANGE, CS, ASTM A105, ASME B16.5, CLASS 150, RF, SCH 40","2""","2""",,3.9116,2,,,5.10
157,"CS5SA1-6""-ALV-1-5-002",CS2SA1,WOL,"WELDOLET, CS, ASTM A105, MSS SP-97, BW, SCH 40","WELDOLET, CS, ASTM A105, MSS SP-97, BW, SCH 40","6""x2""","6""","2""",,2,,,1.59
158,"CS5SA1-6""-ALV-1-5-002",CS5SA1,90L,"ELBOW 90 DEG LR, SEAMLESS, IMPACT TEST PARA. 423.2.3 ASME B31.4, CS, ASTM A234 Gr.WPB, ASME B16.9, BW, SCH 80","ELBOW 90 DEG LR, SEAMLESS, IMPACT TEST PARA. 423.2.3 ASME B31.4, CS, ASTM A234 Gr.WPB, ASME B16.9, BW, SCH 80","6""","6""",,10.9728,2,,,30.77
159,"CS5SA1-6""-ALV-1-5-002",CS5SA1,BAL,"BALL VALVE FL, FB, LP, TRUNNION BALL, API 6D, A216 GR.WCB, CL 1500, RF, B16.5, SS316 BALL, SS316 STEM, 2 OR 3 PCS SPLIT BODY SIDE ENTRY, SPW SS304/GRAPH, SEAT RINGS SS316, SEAT INSERTS NYLON, API 607, LO","BALL VALVE FLANGED ENDS, FULL BORE, LONG PATTERN, TRUNNION BALL, API 6D, ASTM A216 GR.WCB, CLASS 1500, RF, ENDS AS PER ASME B16.5, AISI 316 BALL, AISI 316 STEM, 2 OR 3 PCS SPLIT BODY SIDE ENTRY, BOLTED CONNECTION, A193 GR.B7/A194 GR.2H, SPW AISI 304/G","2""","2""",,5.54,1,BAV26A0I1C,371,55.00
160,"CS5SA1-6""-ALV-1-5-002",CS5SA1,BE,"PIPE, SEAMLESS, CS, API 5L Gr.B, PSL2, ASME B36.10, BE, SCH 80","PIPE, SEAMLESS, CS, API 5L Gr.B, PSL2, ASME B36.10, BE, SCH 80","2""","2""",,5.54,1,,300,2.26
161,"CS5SA1-6""-ALV-1-5-002",CS5SA1,BE,"PIPE, SEAMLESS, CS, API 5L Gr.B, PSL2, ASME B36.10, BE, SCH 80","PIPE, SEAMLESS, CS, API 5L Gr.B, PSL2, ASME B36.10, BE, SCH 80","6""","6""",,10.9728,1,,2951,126.41
162,"CS5SA1-6""-ALV-1-5-002",CS5SA1,PE,"PIPE, SEAMLESS, CS, ASTM A333 Gr.6, ASME B36.10, PE, SCH 80","PIPE, SEAMLESS, CS, ASTM A333 Gr.6, ASME B36.10, PE, SCH 80","1""","1""",,4.55,1,,50,0.16
163,"CS5SA1-6""-ALV-1-5-002",CS5SA1,BOLT,"STUD BOLTS W/2 HEX NUTS, CS, ASME A193 Gr.B7 / A194 Gr.2H, ASME B18.2.1/B18.2.2","STUD BOLTS W/2 HEX NUTS, CS, ASME A193 Gr.B7 / A194 Gr.2H, ASME B18.2.1/B18.2.2","1 1/8""","6""",,,36,,210,54.00
164,"CS5SA1-6""-ALV-1-5-002",CS5SA1,BOLT,"STUD BOLTS W/2 HEX NUTS, CS, ASME A193 Gr.B7 / A194 Gr.2H, ASME B18.2.1/B18.2.2","STUD BOLTS W/2 HEX NUTS, CS, ASME A193 Gr.B7 / A194 Gr.2H, ASME B18.2.1/B18.2.2","7/8""","2""",,,16,,160,11.54
165,"CS5SA1-6""-ALV-1-5-002",CS5SA1,CRE,"CONCENTRIC REDUCER, SEAMLESS, CS, ASTM A234 Gr.WPB, ASME B16.9, BW, SCH 80x80","CONCENTRIC REDUCER, SEAMLESS, CS, ASTM A234 Gr.WPB, ASME B16.9, BW, SCH 80x80","6""x3""","6""","3""",10.9728,1,,,3.93
166,"CS5SA1-6""-ALV-1-5-002",CS5SA1,GAS,"SPIRAL WOUND GASKET, AISI 304/GRAPHITE, INNER AISI 304/OUTER CS, ASME B16.20, THK 1/8"", CLASS 1500, RF","SPIRAL WOUND GASKET, AISI 304/GRAPHITE, INNER AISI 304/OUTER CS, ASME B16.20, THK 1/8"", CLASS 1500, RF","2""","2""",,,2,,,0.40
167,"CS5SA1-6""-ALV-1-5-002",CS5SA1,GAS,"SPIRAL WOUND GASKET, AISI 304/GRAPHITE, INNER AISI 304/OUTER CS, ASME B16.20, THK 1/8"", CLASS 900, RF","SPIRAL WOUND GASKET, AISI 304/GRAPHITE, INNER AISI 304/OUTER CS, ASME B16.20, THK 1/8"", CLASS 900, RF","6""","6""",,,3,,,2.16
168,"CS5SA1-6""-ALV-1-5-002",CS5SA1,SOL,"SOCKOLET, CS, ASTM A105, MSS SP-97, SW, CLASS 3000","SOCKOLET, CS, ASTM A105, MSS SP-97, SW, CLASS 3000","2""x3/4""","2""","3/4""",,1,,,0.15
169,"CS5SA1-6""-ALV-1-5-002",CS5SA1,SWC,"CONCENTRIC SWAGE, CS, ASTM A234 Gr.WPB, MSS SP-95, IMPACT TEST PARA. 423.2.3 ASME B 31.4, BExPE, SCH 80x80","CONCENTRIC SWAGE, CS, ASTM A234 Gr.WPB, MSS SP-95, IMPACT TEST PARA. 423.2.3 ASME B 31.4, BExPE, SCH 80x80","2""x1""","2""","1""",5.54,1,,,0.91
170,"CS5SA1-6""-ALV-1-5-002",CS5SA1,WNK,"WELD NECK FLANGE, CS, ASTM A105, ASME B16.5, CLASS 1500, RF, SCH 80","WELD NECK FLANGE, CS, ASTM A105, ASME B16.5, CLASS 1500, RF, SCH 80","2""","2""",,5.54,2,,,21.58
171,"CS5SA1-6""-ALV-1-5-002",CS5SA1,WOL,"WELDOLET, CS, ASTM A105, MSS SP-97, BW, SCH 80","WELDOLET, CS, ASTM A105, MSS SP-97, BW, SCH 80","6""x2""","6""","2""",,1,,,0.80
172,"CS5SA1-6""-ALV-1-5-002",CS6SA1,BOLT,"STUD BOLTS W/2 HVY HEX NUTS, CS, ASME A193 Gr.B7 / A194 Gr.2H, ASME B1.1/B18.2.2","STUD BOLTS W/2 HVY HEX NUTS, CS, ASME A193 Gr.B7 / A194 Gr.2H, ASME B1.1/B18.2.2","1 1/8""","3""",,,8,,190,11.26
173,"CS5SA1-6""-ALV-1-5-002",CS6SA1,GAS,"RING JOINT GASKET, SOFT IRON 90 BHN MAX., OVAL TYPE, ASME B16.20, CLASS 1500, RTJ R35","RING JOINT GASKET, SOFT IRON 90 BHN MAX., OVAL TYPE, ASME B16.20, CLASS 1500, RTJ","3""","3""",,,1,,,0.29
174,"CS5SA1-6""-ALV-1-5-002",CS6SA1,WNK,"WELD NECK FLANGE, CS, ASTM A105, ASME B16.5, CLASS 1500, RTJ, SCH 160","WELD NECK FLANGE, CS, ASTM A105, ASME B16.5, CLASS 1500, RTJ, SCH 160","3""","3""",,11.13,1,,,19.35
175,"CS5SA1-6""-ALV-1-5-004",CS5SA1,WNK,"WELD NECK FLANGE, CS, ASTM A105, ASME B16.5, CLASS 900, RF, SCH 80","WELD NECK FLANGE, CS, ASTM A105, ASME B16.5, CLASS 900, RF, SCH 80","6""","6""",,10.9728,1,,,49.90
176,"CS5SA1-6""-ALV-1-5-005",CS5SA1,90L,"ELBOW 90 DEG LR, SEAMLESS, IMPACT TEST PARA. 423.2.3 ASME B31.4, CS, ASTM A234 Gr.WPB, ASME B16.9, BW, SCH 80","ELBOW 90 DEG LR, SEAMLESS, IMPACT TEST PARA. 423.2.3 ASME B31.4, CS, ASTM A234 Gr.WPB, ASME B16.9, BW, SCH 80","6""","6""",,10.9728,2,,,30.77
177,"CS5SA1-6""-ALV-1-5-005",CS5SA1,BAL,"BALL VALVE FL, FB, LP, TRUNNION BALL, API 6D, A216 GR.WCB, CL 1500, RF, B16.5, SS316 BALL, SS316 STEM, 2 OR 3 PCS SPLIT BODY SIDE ENTRY, SPW SS304/GRAPH, SEAT RINGS SS316, SEAT INSERTS NYLON, API 607, LO","BALL VALVE FLANGED ENDS, FULL BORE, LONG PATTERN, TRUNNION BALL, API 6D, ASTM A216 GR.WCB, CLASS 1500, RF, ENDS AS PER ASME B16.5, AISI 316 BALL, AISI 316 STEM, 2 OR 3 PCS SPLIT BODY SIDE ENTRY, BOLTED CONNECTION, A193 GR.B7/A194 GR.2H, SPW AISI 304/G","2""","2""",,5.54,1,BAV26A0I1C,371,55.00
178,"CS5SA1-6""-ALV-1-5-005",CS5SA1,BE,"PIPE, SEAMLESS, CS, API 5L Gr.B, PSL2, ASME B36.10, BE, SCH 80","PIPE, SEAMLESS, CS, API 5L Gr.B, PSL2, ASME B36.10, BE, SCH 80","2""","2""",,5.54,1,,300,2.26
179,"CS5SA1-6""-ALV-1-5-005",CS5SA1,BE,"PIPE, SEAMLESS, CS, API 5L Gr.B, PSL2, ASME B36.10, BE, SCH 80","PIPE, SEAMLESS, CS, API 5L Gr.B, PSL2, ASME B36.10, BE, SCH 80","6""","6""",,10.9728,1,,2951,126.41
180,"CS5SA1-6""-ALV-1-5-005",CS5SA1,PE,"PIPE, SEAMLESS, CS, ASTM A333 Gr.6, ASME B36.10, PE, SCH 80","PIPE, SEAMLESS, CS, ASTM A333 Gr.6, ASME B36.10, PE, SCH 80","1""","1""",,4.55,1,,50,0.16
181,"CS5SA1-6""-ALV-1-5-005",CS5SA1,BOLT,"STUD BOLTS W/2 HEX NUTS, CS, ASME A193 Gr.B7 / A194 Gr.2H, ASME B18.2.1/B18.2.2","STUD BOLTS W/2 HEX NUTS, CS, ASME A193 Gr.B7 / A194 Gr.2H, ASME B18.2.1/B18.2.2","1 1/8""","6""",,,36,,210,54.00
182,"CS5SA1-6""-ALV-1-5-005",CS5SA1,BOLT,"STUD BOLTS W/2 HEX NUTS, CS, ASME A193 Gr.B7 / A194 Gr.2H, ASME B18.2.1/B18.2.2","STUD BOLTS W/2 HEX NUTS, CS, ASME A193 Gr.B7 / A194 Gr.2H, ASME B18.2.1/B18.2.2","7/8""","2""",,,16,,160,11.54
183,"CS5SA1-6""-ALV-1-5-005",CS5SA1,CRE,"CONCENTRIC REDUCER, SEAMLESS, CS, ASTM A234 Gr.WPB, ASME B16.9, BW, SCH 80x80","CONCENTRIC REDUCER, SEAMLESS, CS, ASTM A234 Gr.WPB, ASME B16.9, BW, SCH 80x80","6""x3""","6""","3""",10.9728,1,,,3.93
184,"CS5SA1-6""-ALV-1-5-005",CS5SA1,GAS,"SPIRAL WOUND GASKET, AISI 304/GRAPHITE, INNER AISI 304/OUTER CS, ASME B16.20, THK 1/8"", CLASS 1500, RF","SPIRAL WOUND GASKET, AISI 304/GRAPHITE, INNER AISI 304/OUTER CS, ASME B16.20, THK 1/8"", CLASS 1500, RF","2""","2""",,,2,,,0.40
185,"CS5SA1-6""-ALV-1-5-005",CS5SA1,GAS,"SPIRAL WOUND GASKET, AISI 304/GRAPHITE, INNER AISI 304/OUTER CS, ASME B16.20, THK 1/8"", CLASS 900, RF","SPIRAL WOUND GASKET, AISI 304/GRAPHITE, INNER AISI 304/OUTER CS, ASME B16.20, THK 1/8"", CLASS 900, RF","6""","6""",,,3,,,2.16
186,"CS5SA1-6""-ALV-1-5-005",CS5SA1,SOL,"SOCKOLET, CS, ASTM A105, MSS SP-97, SW, CLASS 3000","SOCKOLET, CS, ASTM A105, MSS SP-97, SW, CLASS 3000","2""x3/4""","2""","3/4""",,1,,,0.15
187,"CS5SA1-6""-ALV-1-5-005",CS5SA1,SOL,"SOCKOLET, CS, ASTM A105, MSS-SP-97, SW, CLASS 3000","SOCKOLET, CS, ASTM A105, MSS-SP-97, SW, CLASS 3000","6""x3/4""","6""","3/4""",,1,-,,0.15
188,"CS5SA1-6""-ALV-1-5-005",CS5SA1,SWC,"CONCENTRIC SWAGE, CS, ASTM A234 Gr.WPB, MSS SP-95, IMPACT TEST PARA. 423.2.3 ASME B 31.4, BExPE, SCH 80x80","CONCENTRIC SWAGE, CS, ASTM A234 Gr.WPB, MSS SP-95, IMPACT TEST PARA. 423.2.3 ASME B 31.4, BExPE, SCH 80x80","2""x1""","2""","1""",5.54,1,,,0.91
189,"CS5SA1-6""-ALV-1-5-005",CS5SA1,WNK,"WELD NECK FLANGE, CS, ASTM A105, ASME B16.5, CLASS 1500, RF, SCH 80","WELD NECK FLANGE, CS, ASTM A105, ASME B16.5, CLASS 1500, RF, SCH 80","2""","2""",,5.54,2,,,21.58
190,"CS5SA1-6""-ALV-1-5-005",CS5SA1,WNK,"WELD NECK FLANGE, CS, ASTM A105, ASME B16.5, CLASS 900, RF, SCH 80","WELD NECK FLANGE, CS, ASTM A105, ASME B16.5, CLASS 900, RF, SCH 80","6""","6""",,10.9728,1,,,49.90
191,"CS5SA1-6""-ALV-1-5-005",CS5SA1,WOL,"WELDOLET, CS, ASTM A105, MSS SP-97, BW, SCH 80","WELDOLET, CS, ASTM A105, MSS SP-97, BW, SCH 80","6""x2""","6""","2""",,1,,,0.80
192,"CS5SA1-6""-ALV-1-5-005",CS6SA1,BOLT,"STUD BOLTS W/2 HVY HEX NUTS, CS, ASME A193 Gr.B7 / A194 Gr.2H, ASME B1.1/B18.2.2","STUD BOLTS W/2 HVY HEX NUTS, CS, ASME A193 Gr.B7 / A194 Gr.2H, ASME B1.1/B18.2.2","1 1/8""","3""",,,8,,190,11.26
193,"CS5SA1-6""-ALV-1-5-005",CS6SA1,GAS,"RING JOINT GASKET, SOFT IRON 90 BHN MAX., OVAL TYPE, ASME B16.20, CLASS 1500, RTJ R35","RING JOINT GASKET, SOFT IRON 90 BHN MAX., OVAL TYPE, ASME B16.20, CLASS 1500, RTJ","3""","3""",,,1,,,0.29
194,"CS5SA1-6""-ALV-1-5-005",CS6SA1,WNK,"WELD NECK FLANGE, CS, ASTM A105, ASME B16.5, CLASS 1500, RTJ, SCH 160","WELD NECK FLANGE, CS, ASTM A105, ASME B16.5, CLASS 1500, RTJ, SCH 160","3""","3""",,11.13,1,,,19.35
195,"CS5SA1-6""-ALV-1-5-006",CS5SA1,BE,"PIPE, SEAMLESS, CS, API 5L Gr.B, PSL2, ASME B36.10, BE, SCH 80","PIPE, SEAMLESS, CS, API 5L Gr.B, PSL2, ASME B36.10, BE, SCH 80","6""","6""",,10.9728,1,,182,7.78
196,"CS5SA1-6""-ALV-1-5-011",CS2SA1,BE,"PIPE, SEAMLESS, CS, ASTM A106 Gr.B, ASME B36.10, BE, SCH 40","PIPE, SEAMLESS, CS, ASTM A106 Gr.B, ASME B36.10, BE, SCH 40","2""","2""",,3.9116,1,,100,0.55
197,"CS5SA1-6""-ALV-1-5-011",CS2SA1,BOLT,"STUD BOLTS W/2 HEX NUTS, CS, ASME A193 Gr.B7 / A194 Gr.2H, ASME B18.2.1/B18.2.2","STUD BOLTS W/2 HEX NUTS, CS, ASME A193 Gr.B7 / A194 Gr.2H, ASME B18.2.1/B18.2.2","5/8""","2""",,,4,,110,0.94
198,"CS5SA1-6""-ALV-1-5-011",CS2SA1,DBBM,"INTEGRAL MONO FLANGE DBB NEEDLE MULTI-VALVE, EEMUA 182, A105, CL 150, RF/(1/2"" NPTF OUTLET), B16.5 AND B1.20.1, BB, SPW SS304/GRAPH, PKG GRAPH, SS316 STEM, SEATS&STEM TIP, S, SWIVEL NEEDLE, STEM OS&Y/RSRO, T-HANDLE","INTEGRAL MONO FLANGE DOUBLE BLOCK AND BLEED NEEDLE MULTI-VALVE, EEMUA 182, ASTM A105, CLASS 150, RF / (1/2"" NPTF OUTLET), ENDS AS PER ASME B16.5 AND ASME B1.20.1, BOLTED BONNET, A193 GR.B7/A194 GR.2H, SPW AISI 304/GRAPHITE, PACKING: GRAPHITE, AISI 316䐸᫆圜","2""","2""",,3.9116,1,MFV21A0I2I,,5.80
199,"CS5SA1-6""-ALV-1-5-011",CS2SA1,GAS,"SPIRAL WOUND GASKET, AISI 304/GRAPHITE, INNER AISI 304/OUTER CS, ASME B16.20, THK 1/8"", CLASS 150, RF","SPIRAL WOUND GASKET, AISI 304/GRAPHITE, INNER AISI 304/OUTER CS, ASME B16.20, THK 1/8"", CLASS 150, RF","2""","2""",,,1,,,0.10
200,"CS5SA1-6""-ALV-1-5-011",CS2SA1,WNK,"WELD NECK FLANGE, CS, ASTM A105, ASME B16.5, CLASS 150, RF, SCH 40","WELD NECK FLANGE, CS, ASTM A105, ASME B16.5, CLASS 150, RF, SCH 40","2""","2""",,3.9116,1,,,2.55
201,"CS5SA1-6""-ALV-1-5-011",CS2SA1,WOL,"WELDOLET, CS, ASTM A105, MSS SP-97, BW, SCH 40","WELDOLET, CS, ASTM A105, MSS SP-97, BW, SCH 40","6""x2""","6""","2""",,1,,,0.80
202,"CS5SA1-6""-ALV-1-5-011",CS5SA1,90L,"ELBOW 90 DEG LR, SEAMLESS, IMPACT TEST PARA. 423.2.3 ASME B31.4, CS, ASTM A234 Gr.WPB, ASME B16.9, BW, SCH 80","ELBOW 90 DEG LR, SEAMLESS, IMPACT TEST PARA. 423.2.3 ASME B31.4, CS, ASTM A234 Gr.WPB, ASME B16.9, BW, SCH 80","6""","6""",,10.9728,5,,,76.91
203,"CS5SA1-6""-ALV-1-5-011",CS5SA1,BE,"PIPE, SEAMLESS, CS, API 5L Gr.B, PSL2, ASME B36.10, BE, SCH 80","PIPE, SEAMLESS, CS, API 5L Gr.B, PSL2, ASME B36.10, BE, SCH 80","6""","6""",,10.9728,1,,9897,424.00
204,"CS5SA1-6""-ALV-1-5-011",CS5SA1,BOLT,"STUD BOLTS W/2 HEX NUTS, CS, ASME A193 Gr.B7 / A194 Gr.2H, ASME B18.2.1/B18.2.2","STUD BOLTS W/2 HEX NUTS, CS, ASME A193 Gr.B7 / A194 Gr.2H, ASME B18.2.1/B18.2.2","1 1/8""","6""",,,12,,210,18.00
205,"CS5SA1-6""-ALV-1-5-011",CS5SA1,GAS,"SPIRAL WOUND GASKET, AISI 304/GRAPHITE, INNER AISI 304/OUTER CS, ASME B16.20, THK 1/8"", CLASS 900, RF","SPIRAL WOUND GASKET, AISI 304/GRAPHITE, INNER AISI 304/OUTER CS, ASME B16.20, THK 1/8"", CLASS 900, RF","6""","6""",,,1,,,0.72
206,"CS5SA1-6""-ALV-1-5-011",CS5SA1,RTE,"REDUCING TEE, SEAMLESS, IMPACT TEST PARA. 423.2.3 ASME B31.4, CS, ASTM A234 Gr.WPB, ASME B16.9, BW, SCH 80x80","REDUCING TEE, SEAMLESS, IMPACT TEST PARA. 423.2.3 ASME B31.4, CS, ASTM A234 Gr.WPB, ASME B16.9, BW, SCH 80x80","6""x3""","6""","3""",10.9728,1,,,12.54
207,"CS5SA1-6""-ALV-1-5-011",CS5SA1,TEE,"STRAIGHT TEE, SEAMLESS, IMPACT TEST PARA. 423.2.3 ASME B31.4, CS, ASTM A234 Gr.WPB, ASME B16.9, BW, SCH 80
;","STRAIGHT TEE, SEAMLESS, IMPACT TEST PARA. 423.2.3 ASME B31.4, CS, ASTM A234 Gr.WPB, ASME B16.9, BW, SCH 80
;","6""","6""",,10.9728,1,,,14.06
208,"CS5SA1-6""-ALV-1-5-011",CS5SA1,WNK,"WELD NECK FLANGE, CS, ASTM A105, ASME B16.5, CLASS 900, RF, SCH 80","WELD NECK FLANGE, CS, ASTM A105, ASME B16.5, CLASS 900, RF, SCH 80","6""","6""",,10.9728,3,,,149.70
209,"CS5SA1-6""-ALV-1-5-011",CS5SA1,WNK,"WELD NECK FLANGE, CS, ASTM A105, ASME B16.5, CLASS 900, RF, SCH 80","WELD NECK FLANGE, CS, ASTM A105, ASME B16.5, CLASS 900, RF, SCH 80","6""","6""",,10.97,1,-,,49.90
