SPEC,TYPE,TYPE_CODE,ORDER,DESCRIPTION,SHORT_DESCRIPTION,FIRST_SIZE,FIRST_SIZE_NUMBER,SECOND_SIZE,SECOND_SIZE_NUMBER,SCH,FACE,RATING,WEIGHT,AREA,TAG,SUPPLY_DESCRIPTION,MANUFACTURING_DESCRIPTION,ERECTION_DESCRIPTION,DEMOLITION_DESCRIPTION
CS5SA1,FT,ERE,2,"ASTM A860 Gr.WPHY65, Eccentric reducer, Seamless, MSS SP-75, BW Ends,. Reducer Size: 4"" - 12""","ECCENTRIC REDUCER, SEAMLESS, CS, ASTM A860 Gr.WPHY65, MSS SP-75, BW, SCH 40 x STD","12""",12,"10""",10,STDx40,BW,-,0,0,-,-,"PREFABRICACIÓN EN TALLER DE TUBERÍA DE ACERO AL CARBÓN DE Ø 12"" ",MONTAJE AÉREO DE TUBERÍA DE Ø 12”,"DESMANTELAMIENTO CON CORTE EN FRÍO DE TUBERÍAS AÉREAS DE ACERO AL CARBÓN, ACERO AL CARBON GALVANIZADO O ACERO INOXIDABLE Y ACCESORIOS DE Ø 12 "" (INCLUYE TRANSPORTE Y DISPOSICIÓN FINAL)"
CS5SA1,FT,ERE,2,"ASTM A860 Gr.WPHY65, Eccentric reducer, Seamless, MSS SP-75, BW Ends,. Reducer Size: 4"" - 12""","ECCENTRIC REDUCER, SEAMLESS, CS, ASTM A860 Gr.WPHY65, MSS SP-75, BW, SCH 40 x STD","14""",14,"8""",8,40x80,BW,-,0,0,-,-,"PREFABRICACIÓN EN TALLER DE TUBERÍA DE ACERO AL CARBÓN DE Ø 14"" ",MONTAJE AÉREO DE TUBERÍA DE Ø 14”,"DESMANTELAMIENTO CON CORTE EN FRÍO DE TUBERÍAS AÉREAS DE ACERO AL CARBÓN, ACERO AL CARBON GALVANIZADO O ACERO INOXIDABLE Y ACCESORIOS DE Ø 14 "" (INCLUYE TRANSPORTE Y DISPOSICIÓN FINAL)"
CS5SA1,FT,ERE,2,"ASTM A860 Gr.WPHY65, Eccentric reducer, Seamless, MSS SP-75, BW Ends,. Reducer Size: 4"" - 12""","ECCENTRIC REDUCER, SEAMLESS, CS, ASTM A860 Gr.WPHY65, MSS SP-75, BW, SCH 40 x STD","14""",14,"10""",10,40x40,BW,-,0,0,-,-,"PREFABRICACIÓN EN TALLER DE TUBERÍA DE ACERO AL CARBÓN DE Ø 14"" ",MONTAJE AÉREO DE TUBERÍA DE Ø 14”,"DESMANTELAMIENTO CON CORTE EN FRÍO DE TUBERÍAS AÉREAS DE ACERO AL CARBÓN, ACERO AL CARBON GALVANIZADO O ACERO INOXIDABLE Y ACCESORIOS DE Ø 14 "" (INCLUYE TRANSPORTE Y DISPOSICIÓN FINAL)"
CS5SA1,FT,ERE,2,"ASTM A860 Gr.WPHY65, Eccentric reducer, Seamless, MSS SP-75, BW Ends,. Reducer Size: 4"" - 12""","ECCENTRIC REDUCER, SEAMLESS, CS, ASTM A860 Gr.WPHY65, MSS SP-75, BW, SCH 40 x STD","14""",14,"12""",12,40xSTD,BW,-,0,0,-,-,"PREFABRICACIÓN EN TALLER DE TUBERÍA DE ACERO AL CARBÓN DE Ø 14"" ",MONTAJE AÉREO DE TUBERÍA DE Ø 14”,"DESMANTELAMIENTO CON CORTE EN FRÍO DE TUBERÍAS AÉREAS DE ACERO AL CARBÓN, ACERO AL CARBON GALVANIZADO O ACERO INOXIDABLE Y ACCESORIOS DE Ø 14 "" (INCLUYE TRANSPORTE Y DISPOSICIÓN FINAL)"
CS5SA1,FT,ERE,2,"ASTM A860 Gr.WPHY65, Eccentric reducer, Welded + 100% RT, MSS SP-75, BW Ends. Reducer Size: 8"" - 40""","ECCENTRIC REDUCER, WELDED 100%RT, CS, ASTM A860 Gr.WPHY65, MSS SP-75, BW, SCH 40 x 40","16""",16,"8""",8,40x80,BW,-,0,0,-,-,"PREFABRICACIÓN EN TALLER DE TUBERÍA DE ACERO AL CARBÓN DE Ø 16"" ",MONTAJE AÉREO DE TUBERÍA DE Ø 16”,"DESMANTELAMIENTO CON CORTE EN FRÍO DE TUBERÍAS AÉREAS DE ACERO AL CARBÓN, ACERO AL CARBON GALVANIZADO O ACERO INOXIDABLE Y ACCESORIOS DE Ø 16 "" (INCLUYE TRANSPORTE Y DISPOSICIÓN FINAL)"
CS5SA1,FT,ERE,2,"ASTM A860 Gr.WPHY65, Eccentric reducer, Welded + 100% RT, MSS SP-75, BW Ends. Reducer Size: 8"" - 40""","ECCENTRIC REDUCER, WELDED 100%RT, CS, ASTM A860 Gr.WPHY65, MSS SP-75, BW, SCH 40 x 40","16""",16,"10""",10,40x40,BW,-,0,0,-,-,"PREFABRICACIÓN EN TALLER DE TUBERÍA DE ACERO AL CARBÓN DE Ø 16"" ",MONTAJE AÉREO DE TUBERÍA DE Ø 16”,"DESMANTELAMIENTO CON CORTE EN FRÍO DE TUBERÍAS AÉREAS DE ACERO AL CARBÓN, ACERO AL CARBON GALVANIZADO O ACERO INOXIDABLE Y ACCESORIOS DE Ø 16 "" (INCLUYE TRANSPORTE Y DISPOSICIÓN FINAL)"
CS5SA1,FT,ERE,2,"ASTM A860 Gr.WPHY65, Eccentric reducer, Welded + 100% RT, MSS SP-75, BW Ends. Reducer Size: 8"" - 40""","ECCENTRIC REDUCER, WELDED 100%RT, CS, ASTM A860 Gr.WPHY65, MSS SP-75, BW, SCH 40 x 40","16""",16,"12""",12,40xSTD,BW,-,0,0,-,-,"PREFABRICACIÓN EN TALLER DE TUBERÍA DE ACERO AL CARBÓN DE Ø 16"" ",MONTAJE AÉREO DE TUBERÍA DE Ø 16”,"DESMANTELAMIENTO CON CORTE EN FRÍO DE TUBERÍAS AÉREAS DE ACERO AL CARBÓN, ACERO AL CARBON GALVANIZADO O ACERO INOXIDABLE Y ACCESORIOS DE Ø 16 "" (INCLUYE TRANSPORTE Y DISPOSICIÓN FINAL)"
CS5SA1,FT,ERE,2,"ASTM A860 Gr.WPHY65, Eccentric reducer, Welded + 100% RT, MSS SP-75, BW Ends. Reducer Size: 8"" - 40""","ECCENTRIC REDUCER, WELDED 100%RT, CS, ASTM A860 Gr.WPHY65, MSS SP-75, BW, SCH 40 x 40","16""",16,"14""",14,40x40,BW,-,0,0,-,-,"PREFABRICACIÓN EN TALLER DE TUBERÍA DE ACERO AL CARBÓN DE Ø 16"" ",MONTAJE AÉREO DE TUBERÍA DE Ø 16”,"DESMANTELAMIENTO CON CORTE EN FRÍO DE TUBERÍAS AÉREAS DE ACERO AL CARBÓN, ACERO AL CARBON GALVANIZADO O ACERO INOXIDABLE Y ACCESORIOS DE Ø 16 "" (INCLUYE TRANSPORTE Y DISPOSICIÓN FINAL)"
CS5SA1,FT,ERE,2,"ASTM A860 Gr.WPHY65, Eccentric reducer, Welded + 100% RT, MSS SP-75, BW Ends. Reducer Size: 8"" - 40""","ECCENTRIC REDUCER, WELDED 100%RT, CS, ASTM A860 Gr.WPHY65, MSS SP-75, BW, SCH XS x 40","18""",18,"10""",10,XSx40,BW,-,0,0,-,-,"PREFABRICACIÓN EN TALLER DE TUBERÍA DE ACERO AL CARBÓN DE Ø 18"" ",MONTAJE AÉREO DE TUBERÍA DE Ø 18”,"DESMANTELAMIENTO CON CORTE EN FRÍO DE TUBERÍAS AÉREAS DE ACERO AL CARBÓN, ACERO AL CARBON GALVANIZADO O ACERO INOXIDABLE Y ACCESORIOS DE Ø 18 "" (INCLUYE TRANSPORTE Y DISPOSICIÓN FINAL)"
CS5SA1,FT,ERE,2,"ASTM A860 Gr.WPHY65, Eccentric reducer, Welded + 100% RT, MSS SP-75, BW Ends. Reducer Size: 8"" - 40""","ECCENTRIC REDUCER, WELDED 100%RT, CS, ASTM A860 Gr.WPHY65, MSS SP-75, BW, SCH XS x STD","18""",18,"12""",12,XSxSTD,BW,-,0,0,-,-,"PREFABRICACIÓN EN TALLER DE TUBERÍA DE ACERO AL CARBÓN DE Ø 18"" ",MONTAJE AÉREO DE TUBERÍA DE Ø 18”,"DESMANTELAMIENTO CON CORTE EN FRÍO DE TUBERÍAS AÉREAS DE ACERO AL CARBÓN, ACERO AL CARBON GALVANIZADO O ACERO INOXIDABLE Y ACCESORIOS DE Ø 18 "" (INCLUYE TRANSPORTE Y DISPOSICIÓN FINAL)"
CS5SA1,FT,ERE,2,"ASTM A860 Gr.WPHY65, Eccentric reducer, Welded + 100% RT, MSS SP-75, BW Ends. Reducer Size: 8"" - 40""","ECCENTRIC REDUCER, WELDED 100%RT, CS, ASTM A860 Gr.WPHY65, MSS SP-75, BW, SCH 40 x 40","18""",18,"14""",14,XSx40,BW,-,0,0,-,-,"PREFABRICACIÓN EN TALLER DE TUBERÍA DE ACERO AL CARBÓN DE Ø 18"" ",MONTAJE AÉREO DE TUBERÍA DE Ø 18”,"DESMANTELAMIENTO CON CORTE EN FRÍO DE TUBERÍAS AÉREAS DE ACERO AL CARBÓN, ACERO AL CARBON GALVANIZADO O ACERO INOXIDABLE Y ACCESORIOS DE Ø 18 "" (INCLUYE TRANSPORTE Y DISPOSICIÓN FINAL)"
CS5SA1,FT,ERE,2,"ASTM A860 Gr.WPHY65, Eccentric reducer, Welded + 100% RT, MSS SP-75, BW Ends. Reducer Size: 8"" - 40""","ECCENTRIC REDUCER, WELDED 100%RT, CS, ASTM A860 Gr.WPHY65, MSS SP-75, BW, SCH XS x 40","18""",18,"16""",16,XSx40,BW,-,0,0,-,-,"PREFABRICACIÓN EN TALLER DE TUBERÍA DE ACERO AL CARBÓN DE Ø 18"" ",MONTAJE AÉREO DE TUBERÍA DE Ø 18”,"DESMANTELAMIENTO CON CORTE EN FRÍO DE TUBERÍAS AÉREAS DE ACERO AL CARBÓN, ACERO AL CARBON GALVANIZADO O ACERO INOXIDABLE Y ACCESORIOS DE Ø 18 "" (INCLUYE TRANSPORTE Y DISPOSICIÓN FINAL)"
CS5SA1,FT,ERE,2,"ASTM A860 Gr.WPHY65, Eccentric reducer, Welded + 100% RT, MSS SP-75, BW Ends. Reducer Size: 8"" - 40""","ECCENTRIC REDUCER, WELDED 100%RT, CS, ASTM A860 Gr.WPHY65, MSS SP-75, BW, SCH 40 x 40","20""",20,"10""",10,40x40,BW,-,0,0,-,-,"PREFABRICACIÓN EN TALLER DE TUBERÍA DE ACERO AL CARBÓN DE Ø 20"" ",MONTAJE AÉREO DE TUBERÍA DE Ø 20”,"DESMANTELAMIENTO CON CORTE EN FRÍO DE TUBERÍAS AÉREAS DE ACERO AL CARBÓN, ACERO AL CARBON GALVANIZADO O ACERO INOXIDABLE Y ACCESORIOS DE Ø 20 "" (INCLUYE TRANSPORTE Y DISPOSICIÓN FINAL)"
CS5SA1,FT,ERE,2,"ASTM A860 Gr.WPHY65, Eccentric reducer, Welded + 100% RT, MSS SP-75, BW Ends. Reducer Size: 8"" - 40""","ECCENTRIC REDUCER, WELDED 100%RT, CS, ASTM A860 Gr.WPHY65, MSS SP-75, BW, SCH 40 x STD","20""",20,"12""",12,40xSTD,BW,-,0,0,-,-,"PREFABRICACIÓN EN TALLER DE TUBERÍA DE ACERO AL CARBÓN DE Ø 20"" ",MONTAJE AÉREO DE TUBERÍA DE Ø 20”,"DESMANTELAMIENTO CON CORTE EN FRÍO DE TUBERÍAS AÉREAS DE ACERO AL CARBÓN, ACERO AL CARBON GALVANIZADO O ACERO INOXIDABLE Y ACCESORIOS DE Ø 20 "" (INCLUYE TRANSPORTE Y DISPOSICIÓN FINAL)"
CS5SA1,FT,ERE,2,"ASTM A860 Gr.WPHY65, Eccentric reducer, Welded + 100% RT, MSS SP-75, BW Ends. Reducer Size: 8"" - 40""","ECCENTRIC REDUCER, WELDED 100%RT, CS, ASTM A860 Gr.WPHY65, MSS SP-75, BW, SCH 40 x 40","20""",20,"14""",14,40x40,BW,-,0,0,-,-,"PREFABRICACIÓN EN TALLER DE TUBERÍA DE ACERO AL CARBÓN DE Ø 20"" ",MONTAJE AÉREO DE TUBERÍA DE Ø 20”,"DESMANTELAMIENTO CON CORTE EN FRÍO DE TUBERÍAS AÉREAS DE ACERO AL CARBÓN, ACERO AL CARBON GALVANIZADO O ACERO INOXIDABLE Y ACCESORIOS DE Ø 20 "" (INCLUYE TRANSPORTE Y DISPOSICIÓN FINAL)"
CS5SA1,FT,ERE,2,"ASTM A860 Gr.WPHY65, Eccentric reducer, Welded + 100% RT, MSS SP-75, BW Ends. Reducer Size: 8"" - 40""","ECCENTRIC REDUCER, WELDED 100%RT, CS, ASTM A860 Gr.WPHY65, MSS SP-75, BW, SCH 40 x 40","20""",20,"16""",16,40x40,BW,-,0,0,-,-,"PREFABRICACIÓN EN TALLER DE TUBERÍA DE ACERO AL CARBÓN DE Ø 20"" ",MONTAJE AÉREO DE TUBERÍA DE Ø 20”,"DESMANTELAMIENTO CON CORTE EN FRÍO DE TUBERÍAS AÉREAS DE ACERO AL CARBÓN, ACERO AL CARBON GALVANIZADO O ACERO INOXIDABLE Y ACCESORIOS DE Ø 20 "" (INCLUYE TRANSPORTE Y DISPOSICIÓN FINAL)"
CS5SA1,FT,ERE,2,"ASTM A860 Gr.WPHY65, Eccentric reducer, Welded + 100% RT, MSS SP-75, BW Ends. Reducer Size: 8"" - 40""","ECCENTRIC REDUCER, WELDED 100%RT, CS, ASTM A860 Gr.WPHY65, MSS SP-75, BW, SCH 40 x XS","20""",20,"18""",18,40xXS,BW,-,0,0,-,-,"PREFABRICACIÓN EN TALLER DE TUBERÍA DE ACERO AL CARBÓN DE Ø 20"" ",MONTAJE AÉREO DE TUBERÍA DE Ø 20”,"DESMANTELAMIENTO CON CORTE EN FRÍO DE TUBERÍAS AÉREAS DE ACERO AL CARBÓN, ACERO AL CARBON GALVANIZADO O ACERO INOXIDABLE Y ACCESORIOS DE Ø 20 "" (INCLUYE TRANSPORTE Y DISPOSICIÓN FINAL)"
CS5SA1,FT,ERE,2,"ASTM A860 Gr.WPHY65, Eccentric reducer, Welded + 100% RT, MSS SP-75, BW Ends. Reducer Size: 8"" - 40""","ECCENTRIC REDUCER, WELDED 100%RT, CS, ASTM A860 Gr.WPHY65, MSS SP-75, BW, SCH 40 x STD","24""",24,"12""",12,40xSTD,BW,-,0,0,-,-,"PREFABRICACIÓN EN TALLER DE TUBERÍA DE ACERO AL CARBÓN DE Ø 24"" ",MONTAJE AÉREO DE TUBERÍA DE Ø 24”,"DESMANTELAMIENTO CON CORTE EN FRÍO DE TUBERÍAS AÉREAS DE ACERO AL CARBÓN, ACERO AL CARBON GALVANIZADO O ACERO INOXIDABLE Y ACCESORIOS DE Ø 24 "" (INCLUYE TRANSPORTE Y DISPOSICIÓN FINAL)"
CS5SA1,FT,ERE,2,"ASTM A860 Gr.WPHY65, Eccentric reducer, Welded + 100% RT, MSS SP-75, BW Ends. Reducer Size: 8"" - 40""","ECCENTRIC REDUCER, WELDED 100%RT, CS, ASTM A860 Gr.WPHY65, MSS SP-75, BW, SCH 40 x 40","24""",24,"14""",14,40x40,BW,-,0,0,-,-,"PREFABRICACIÓN EN TALLER DE TUBERÍA DE ACERO AL CARBÓN DE Ø 24"" ",MONTAJE AÉREO DE TUBERÍA DE Ø 24”,"DESMANTELAMIENTO CON CORTE EN FRÍO DE TUBERÍAS AÉREAS DE ACERO AL CARBÓN, ACERO AL CARBON GALVANIZADO O ACERO INOXIDABLE Y ACCESORIOS DE Ø 24 "" (INCLUYE TRANSPORTE Y DISPOSICIÓN FINAL)"
CS5SA1,FT,ERE,2,"ASTM A860 Gr.WPHY65, Eccentric reducer, Welded + 100% RT, MSS SP-75, BW Ends. Reducer Size: 8"" - 40""","ECCENTRIC REDUCER, WELDED 100%RT, CS, ASTM A860 Gr.WPHY65, MSS SP-75, BW, SCH 40 x 40","24""",24,"16""",16,40x40,BW,-,0,0,-,-,"PREFABRICACIÓN EN TALLER DE TUBERÍA DE ACERO AL CARBÓN DE Ø 24"" ",MONTAJE AÉREO DE TUBERÍA DE Ø 24”,"DESMANTELAMIENTO CON CORTE EN FRÍO DE TUBERÍAS AÉREAS DE ACERO AL CARBÓN, ACERO AL CARBON GALVANIZADO O ACERO INOXIDABLE Y ACCESORIOS DE Ø 24 "" (INCLUYE TRANSPORTE Y DISPOSICIÓN FINAL)"
CS5SA1,FT,ERE,2,"ASTM A860 Gr.WPHY65, Eccentric reducer, Welded + 100% RT, MSS SP-75, BW Ends. Reducer Size: 8"" - 40""","ECCENTRIC REDUCER, WELDED 100%RT, CS, ASTM A860 Gr.WPHY65, MSS SP-75, BW, SCH 40 x XS","24""",24,"18""",18,40xXS,BW,-,0,0,-,-,"PREFABRICACIÓN EN TALLER DE TUBERÍA DE ACERO AL CARBÓN DE Ø 24"" ",MONTAJE AÉREO DE TUBERÍA DE Ø 24”,"DESMANTELAMIENTO CON CORTE EN FRÍO DE TUBERÍAS AÉREAS DE ACERO AL CARBÓN, ACERO AL CARBON GALVANIZADO O ACERO INOXIDABLE Y ACCESORIOS DE Ø 24 "" (INCLUYE TRANSPORTE Y DISPOSICIÓN FINAL)"
CS5SA1,FT,ERE,2,"ASTM A860 Gr.WPHY65, Eccentric reducer, Welded + 100% RT, MSS SP-75, BW Ends. Reducer Size: 8"" - 40""","ECCENTRIC REDUCER, WELDED 100%RT, CS, ASTM A860 Gr.WPHY65, MSS SP-75, BW, SCH 40 x 40","24""",24,"20""",20,40x40,BW,-,0,0,-,-,"PREFABRICACIÓN EN TALLER DE TUBERÍA DE ACERO AL CARBÓN DE Ø 24"" ",MONTAJE AÉREO DE TUBERÍA DE Ø 24”,"DESMANTELAMIENTO CON CORTE EN FRÍO DE TUBERÍAS AÉREAS DE ACERO AL CARBÓN, ACERO AL CARBON GALVANIZADO O ACERO INOXIDABLE Y ACCESORIOS DE Ø 24 "" (INCLUYE TRANSPORTE Y DISPOSICIÓN FINAL)"
CS5SA1,FT,RTE,2,"ASTM A105, 3000 / NA, Reducing tee, ASME B16.11, SW Ends, Branch: 1/2"" - 1""","REDUCING TEE, CS, ASTM A105, ASME B16.11, SW, CLASS 3000","3/4""",0.75,"1/2""",0.5,-,SW,3000,0.33,0,-,-,"PREFABRICACIÓN EN TALLER DE TUBERÍA DE ACERO AL CARBÓN DE Ø < 2 ""","MONTAJE AÉREO DE TUBERÍA DE Ø < 2 ""","DESMANTELAMIENTO CON CORTE EN FRÍO DE TUBERÍAS AÉREAS DE ACERO AL CARBÓN, ACERO AL CARBON GALVANIZADO O ACERO INOXIDABLE Y ACCESORIOS DE Ø MENORES A 2 "" (INCLUYE TRANSPORTE Y DISPOSICIÓN FINAL)"
CS5SA1,FT,RTE,2,"ASTM A105, 3000 / NA, Reducing tee, ASME B16.11, SW Ends, Branch: 1/2"" - 1""","REDUCING TEE, CS, ASTM A105, ASME B16.11, SW, CLASS 3000","1""",1,"1/2""",0.5,-,SW,3000,0.53,0,-,-,"PREFABRICACIÓN EN TALLER DE TUBERÍA DE ACERO AL CARBÓN DE Ø < 2 ""","MONTAJE AÉREO DE TUBERÍA DE Ø < 2 ""","DESMANTELAMIENTO CON CORTE EN FRÍO DE TUBERÍAS AÉREAS DE ACERO AL CARBÓN, ACERO AL CARBON GALVANIZADO O ACERO INOXIDABLE Y ACCESORIOS DE Ø MENORES A 2 "" (INCLUYE TRANSPORTE Y DISPOSICIÓN FINAL)"
CS5SA1,FT,RTE,2,"ASTM A105, 3000 / NA, Reducing tee, ASME B16.11, SW Ends, Branch: 1/2"" - 1""","REDUCING TEE, CS, ASTM A105, ASME B16.11, SW, CLASS 3000","1""",1,"3/4""",0.75,-,SW,3000,0.53,0,-,-,"PREFABRICACIÓN EN TALLER DE TUBERÍA DE ACERO AL CARBÓN DE Ø < 2 ""","MONTAJE AÉREO DE TUBERÍA DE Ø < 2 ""","DESMANTELAMIENTO CON CORTE EN FRÍO DE TUBERÍAS AÉREAS DE ACERO AL CARBÓN, ACERO AL CARBON GALVANIZADO O ACERO INOXIDABLE Y ACCESORIOS DE Ø MENORES A 2 "" (INCLUYE TRANSPORTE Y DISPOSICIÓN FINAL)"
CS5SA1,FT,RTE,2,"ASTM A105, 3000 / NA, Reducing tee, ASME B16.11, SW Ends, Branch: 1/2"" - 1""","REDUCING TEE, CS, ASTM A105, ASME B16.11, SW, CLASS 3000","1-1/2""",1.5,"1/2""",0.5,-,SW,3000,1.35,0,-,-,"PREFABRICACIÓN EN TALLER DE TUBERÍA DE ACERO AL CARBÓN DE Ø < 2 ""","MONTAJE AÉREO DE TUBERÍA DE Ø < 2 ""","DESMANTELAMIENTO CON CORTE EN FRÍO DE TUBERÍAS AÉREAS DE ACERO AL CARBÓN, ACERO AL CARBON GALVANIZADO O ACERO INOXIDABLE Y ACCESORIOS DE Ø MENORES A 2 "" (INCLUYE TRANSPORTE Y DISPOSICIÓN FINAL)"
CS5SA1,FT,RTE,2,"ASTM A105, 3000 / NA, Reducing tee, ASME B16.11, SW Ends, Branch: 1/2"" - 1""","REDUCING TEE, CS, ASTM A105, ASME B16.11, SW, CLASS 3000","1-1/2""",1.5,"3/4""",0.75,-,SW,3000,1.35,0,-,-,"PREFABRICACIÓN EN TALLER DE TUBERÍA DE ACERO AL CARBÓN DE Ø < 2 ""","MONTAJE AÉREO DE TUBERÍA DE Ø < 2 ""","DESMANTELAMIENTO CON CORTE EN FRÍO DE TUBERÍAS AÉREAS DE ACERO AL CARBÓN, ACERO AL CARBON GALVANIZADO O ACERO INOXIDABLE Y ACCESORIOS DE Ø MENORES A 2 "" (INCLUYE TRANSPORTE Y DISPOSICIÓN FINAL)"
CS5SA1,FT,RTE,2,"ASTM A105, 3000 / NA, Reducing tee, ASME B16.11, SW Ends, Branch: 1/2"" - 1""","REDUCING TEE, CS, ASTM A105, ASME B16.11, SW, CLASS 3000","1-1/2""",1.5,"1""",1,-,SW,3000,1.35,0,-,-,"PREFABRICACIÓN EN TALLER DE TUBERÍA DE ACERO AL CARBÓN DE Ø < 2 ""","MONTAJE AÉREO DE TUBERÍA DE Ø < 2 ""","DESMANTELAMIENTO CON CORTE EN FRÍO DE TUBERÍAS AÉREAS DE ACERO AL CARBÓN, ACERO AL CARBON GALVANIZADO O ACERO INOXIDABLE Y ACCESORIOS DE Ø MENORES A 2 "" (INCLUYE TRANSPORTE Y DISPOSICIÓN FINAL)"
CS5SA1,FT,RTE,2,"ASTM A234 Gr.WPB, Reducing tee, Seamless, ASME B16.9, BW Ends, Impact Test At 32°F According to Para 423.2.3 of ASME B31.4 For Acceptance Criteria, Branch: 2"" - 6"" ","REDUCING TEE, SEAMLESS, CS, ASTM A234 Gr.WPB, ASME B16.9, IMPACT TEST AT 32°F ACCORDING TO PARA 423.2.3 OF ASME B31.4 FOR ACCEPTANCE CRITERIA, BW, SCH 80 x 80","3""",3,"2""",2,80x80,BW,-,4.25,0,-,-,"PREFABRICACIÓN EN TALLER DE TUBERÍA DE ACERO AL CARBÓN DE Ø 3"" ",MONTAJE AÉREO DE TUBERÍA DE Ø 3”,"DESMANTELAMIENTO CON CORTE EN FRÍO DE TUBERÍAS AÉREAS DE ACERO AL CARBÓN, ACERO AL CARBON GALVANIZADO O ACERO INOXIDABLE Y ACCESORIOS DE Ø 3 "" (INCLUYE TRANSPORTE Y DISPOSICIÓN FINAL)"
CS5SA1,FT,RTE,2,"ASTM A234 Gr.WPB, Reducing tee, Seamless, ASME B16.9, BW Ends, Impact Test At 32°F According to Para 423.2.3 of ASME B31.4 For Acceptance Criteria, Branch: 2"" - 6""","REDUCING TEE, SEAMLESS, CS, ASTM A234 Gr.WPB, ASME B16.9, IMPACT TEST AT 32°F ACCORDING TO PARA 423.2.3 OF ASME B31.4 FOR ACCEPTANCE CRITERIA, BW, SCH 80 x 80","4""",4,"2""",2,80x80,BW,-,7.5,0,-,-,"PREFABRICACIÓN EN TALLER DE TUBERÍA DE ACERO AL CARBÓN DE Ø 4"" ",MONTAJE AÉREO DE TUBERÍA DE Ø 4”,"DESMANTELAMIENTO CON CORTE EN FRÍO DE TUBERÍAS AÉREAS DE ACERO AL CARBÓN, ACERO AL CARBON GALVANIZADO O ACERO INOXIDABLE Y ACCESORIOS DE Ø 4 "" (INCLUYE TRANSPORTE Y DISPOSICIÓN FINAL)"
CS5SA1,FT,RTE,2,"ASTM A234 Gr.WPB, Reducing tee, Seamless, ASME B16.9, BW Ends, Impact Test At 32°F According to Para 423.2.3 of ASME B31.4 For Acceptance Criteria, Branch: 2"" - 6""","REDUCING TEE, SEAMLESS, CS, ASTM A234 Gr.WPB, ASME B16.9, IMPACT TEST AT 32°F ACCORDING TO PARA 423.2.3 OF ASME B31.4 FOR ACCEPTANCE CRITERIA, BW, SCH 80 x 80","4""",4,"3""",3,80x80,BW,-,7.5,0,-,-,"PREFABRICACIÓN EN TALLER DE TUBERÍA DE ACERO AL CARBÓN DE Ø 4"" ",MONTAJE AÉREO DE TUBERÍA DE Ø 4”,"DESMANTELAMIENTO CON CORTE EN FRÍO DE TUBERÍAS AÉREAS DE ACERO AL CARBÓN, ACERO AL CARBON GALVANIZADO O ACERO INOXIDABLE Y ACCESORIOS DE Ø 4 "" (INCLUYE TRANSPORTE Y DISPOSICIÓN FINAL)"
CS5SA1,FT,RTE,2,"ASTM A234 Gr.WPB, Reducing tee, Seamless, ASME B16.9, BW Ends, Impact Test At 32°F According to Para 423.2.3 of ASME B31.4 For Acceptance Criteria, Branch: 2"" - 6""","REDUCING TEE, SEAMLESS, CS, ASTM A234 Gr.WPB, ASME B16.9, IMPACT TEST AT 32°F ACCORDING TO PARA 423.2.3 OF ASME B31.4 FOR ACCEPTANCE CRITERIA, BW, SCH 80 x 80","6""",6,"3""",3,80x80,BW,-,18,0,-,-,"PREFABRICACIÓN EN TALLER DE TUBERÍA DE ACERO AL CARBÓN DE Ø 6"" ",MONTAJE AÉREO DE TUBERÍA DE Ø 6”,"DESMANTELAMIENTO CON CORTE EN FRÍO DE TUBERÍAS AÉREAS DE ACERO AL CARBÓN, ACERO AL CARBON GALVANIZADO O ACERO INOXIDABLE Y ACCESORIOS DE Ø 6 "" (INCLUYE TRANSPORTE Y DISPOSICIÓN FINAL)"
CS5SA1,FT,RTE,2,"ASTM A234 Gr.WPB, Reducing tee, Seamless, ASME B16.9, BW Ends, Impact Test At 32°F According to Para 423.2.3 of ASME B31.4 For Acceptance Criteria, Branch: 2"" - 6""","REDUCING TEE, SEAMLESS, CS, ASTM A234 Gr.WPB, ASME B16.9, IMPACT TEST AT 32°F ACCORDING TO PARA 423.2.3 OF ASME B31.4 FOR ACCEPTANCE CRITERIA, BW, SCH 80 x 80","6""",6,"4""",4,80x80,BW,-,18,0,-,-,"PREFABRICACIÓN EN TALLER DE TUBERÍA DE ACERO AL CARBÓN DE Ø 6"" ",MONTAJE AÉREO DE TUBERÍA DE Ø 6”,"DESMANTELAMIENTO CON CORTE EN FRÍO DE TUBERÍAS AÉREAS DE ACERO AL CARBÓN, ACERO AL CARBON GALVANIZADO O ACERO INOXIDABLE Y ACCESORIOS DE Ø 6 "" (INCLUYE TRANSPORTE Y DISPOSICIÓN FINAL)"
